sequence,timestamp_seconds,context,a1,a2,phase_radians,outcome_plus
4485,0.00897,single,1.0,0.0,4.71238898038469,1
4486,0.008971999999999999,single,1.0,0.0,4.71238898038469,0
4487,0.008974,single,1.0,0.0,4.71238898038469,1
4488,0.008976000000000001,single,1.0,0.0,4.71238898038469,0
4489,0.008978,single,1.0,0.0,4.71238898038469,0
4490,0.00898,single,1.0,0.0,4.71238898038469,0
4491,0.008981999999999999,single,1.0,0.0,4.71238898038469,1
4492,0.008984,single,1.0,0.0,4.71238898038469,0
4493,0.008986000000000001,single,1.0,0.0,4.71238898038469,1
4494,0.008988,single,1.0,0.0,4.71238898038469,1
4495,0.00899,single,1.0,0.0,4.71238898038469,0
4496,0.008992000000000002,single,1.0,0.0,4.71238898038469,0
4497,0.008994,single,1.0,0.0,4.71238898038469,1
4498,0.008996,single,1.0,0.0,4.71238898038469,0
4499,0.008997999999999999,single,1.0,0.0,4.71238898038469,0
4500,0.009,single,1.0,0.0,5.497787143782138,1
4501,0.009002000000000001,single,1.0,0.0,5.497787143782138,1
4502,0.009004,single,1.0,0.0,5.497787143782138,1
4503,0.009006,single,1.0,0.0,5.497787143782138,0
4504,0.009008,single,1.0,0.0,5.497787143782138,1
4505,0.00901,single,1.0,0.0,5.497787143782138,1
4506,0.009012000000000001,single,1.0,0.0,5.497787143782138,1
4507,0.009014,single,1.0,0.0,5.497787143782138,1
4508,0.009016,single,1.0,0.0,5.497787143782138,1
4509,0.009018,single,1.0,0.0,5.497787143782138,1
4510,0.00902,single,1.0,0.0,5.497787143782138,1
4511,0.009022,single,1.0,0.0,5.497787143782138,0
4512,0.009024,single,1.0,0.0,5.497787143782138,0
4513,0.009026,single,1.0,0.0,5.497787143782138,1
4514,0.009028000000000001,single,1.0,0.0,5.497787143782138,0
4515,0.00903,single,1.0,0.0,5.497787143782138,1
4516,0.009032,single,1.0,0.0,5.497787143782138,1
4517,0.009034,single,1.0,0.0,5.497787143782138,0
4518,0.009035999999999999,single,1.0,0.0,5.497787143782138,1
4519,0.009038000000000001,single,1.0,0.0,5.497787143782138,1
4520,0.009040000000000001,single,1.0,0.0,5.497787143782138,0
4521,0.009042,single,1.0,0.0,5.497787143782138,1
4522,0.009044,single,1.0,0.0,5.497787143782138,0
4523,0.009046,single,1.0,0.0,5.497787143782138,1
4524,0.009048,single,1.0,0.0,5.497787143782138,1
4525,0.00905,single,1.0,0.0,5.497787143782138,1
4526,0.009052,single,1.0,0.0,5.497787143782138,0
4527,0.009054,single,1.0,0.0,5.497787143782138,1
4528,0.009056000000000002,single,1.0,0.0,5.497787143782138,0
4529,0.009058,single,1.0,0.0,5.497787143782138,1
4530,0.00906,single,1.0,0.0,5.497787143782138,1
4531,0.009061999999999999,single,1.0,0.0,5.497787143782138,0
4532,0.009064000000000001,single,1.0,0.0,5.497787143782138,0
4533,0.009066000000000001,single,1.0,0.0,5.497787143782138,1
4534,0.009068,single,1.0,0.0,5.497787143782138,1
4535,0.00907,single,1.0,0.0,5.497787143782138,1
4536,0.009072,single,1.0,0.0,5.497787143782138,1
4537,0.009074,single,1.0,0.0,5.497787143782138,1
4538,0.009076,single,1.0,0.0,5.497787143782138,0
4539,0.009078,single,1.0,0.0,5.497787143782138,1
4540,0.00908,single,1.0,0.0,5.497787143782138,1
4541,0.009082000000000002,single,1.0,0.0,5.497787143782138,1
4542,0.009084,single,1.0,0.0,5.497787143782138,1
4543,0.009086,single,1.0,0.0,5.497787143782138,1
4544,0.009088,single,1.0,0.0,5.497787143782138,1
4545,0.009089999999999999,single,1.0,0.0,5.497787143782138,1
4546,0.009092000000000001,single,1.0,0.0,5.497787143782138,1
4547,0.009094,single,1.0,0.0,5.497787143782138,1
4548,0.009096,single,1.0,0.0,5.497787143782138,1
4549,0.009098,single,1.0,0.0,5.497787143782138,1
4550,0.0091,single,1.0,0.0,5.497787143782138,1
4551,0.009102,single,1.0,0.0,5.497787143782138,1
4552,0.009104000000000001,single,1.0,0.0,5.497787143782138,1
4553,0.009106,single,1.0,0.0,5.497787143782138,1
4554,0.009108,single,1.0,0.0,5.497787143782138,1
4555,0.00911,single,1.0,0.0,5.497787143782138,1
4556,0.009112,single,1.0,0.0,5.497787143782138,0
4557,0.009114,single,1.0,0.0,5.497787143782138,1
4558,0.009115999999999999,single,1.0,0.0,5.497787143782138,1
4559,0.009118000000000001,single,1.0,0.0,5.497787143782138,1
4560,0.009120000000000001,single,1.0,0.0,5.497787143782138,1
4561,0.009122,single,1.0,0.0,5.497787143782138,1
4562,0.009124,single,1.0,0.0,5.497787143782138,0
4563,0.009125999999999999,single,1.0,0.0,5.497787143782138,0
4564,0.009128,single,1.0,0.0,5.497787143782138,0
4565,0.009130000000000001,single,1.0,0.0,5.497787143782138,0
4566,0.009132,single,1.0,0.0,5.497787143782138,1
4567,0.009134,single,1.0,0.0,5.497787143782138,1
4568,0.009136000000000002,single,1.0,0.0,5.497787143782138,1
4569,0.009138,single,1.0,0.0,5.497787143782138,1
4570,0.00914,single,1.0,0.0,5.497787143782138,1
4571,0.009141999999999999,single,1.0,0.0,5.497787143782138,0
4572,0.009144,single,1.0,0.0,5.497787143782138,0
4573,0.009146000000000001,single,1.0,0.0,5.497787143782138,0
4574,0.009148,single,1.0,0.0,5.497787143782138,1
4575,0.00915,single,1.0,0.0,5.497787143782138,0
4576,0.009152,single,1.0,0.0,5.497787143782138,1
4577,0.009154,single,1.0,0.0,5.497787143782138,1
4578,0.009156000000000001,single,1.0,0.0,5.497787143782138,0
4579,0.009158,single,1.0,0.0,5.497787143782138,1
4580,0.00916,single,1.0,0.0,5.497787143782138,0
4581,0.009162,single,1.0,0.0,5.497787143782138,1
4582,0.009164,single,1.0,0.0,5.497787143782138,1
4583,0.009166,single,1.0,0.0,5.497787143782138,1
4584,0.009168,single,1.0,0.0,5.497787143782138,0
4585,0.00917,single,1.0,0.0,5.497787143782138,0
4586,0.009172000000000001,single,1.0,0.0,5.497787143782138,1
4587,0.009174,single,1.0,0.0,5.497787143782138,1
4588,0.009176,single,1.0,0.0,5.497787143782138,1
4589,0.009178,single,1.0,0.0,5.497787143782138,0
4590,0.009179999999999999,single,1.0,0.0,5.497787143782138,1
4591,0.009182000000000001,single,1.0,0.0,5.497787143782138,1
4592,0.009184000000000001,single,1.0,0.0,5.497787143782138,0
4593,0.009186,single,1.0,0.0,5.497787143782138,0
4594,0.009188,single,1.0,0.0,5.497787143782138,1
4595,0.00919,single,1.0,0.0,5.497787143782138,1
4596,0.009192,single,1.0,0.0,5.497787143782138,1
4597,0.009194,single,1.0,0.0,5.497787143782138,1
4598,0.009196,single,1.0,0.0,5.497787143782138,1
4599,0.009198,single,1.0,0.0,5.497787143782138,1
4600,0.009200000000000002,single,1.0,0.0,5.497787143782138,1
4601,0.009202,single,1.0,0.0,5.497787143782138,1
4602,0.009204,single,1.0,0.0,5.497787143782138,1
4603,0.009205999999999999,single,1.0,0.0,5.497787143782138,1
4604,0.009208000000000001,single,1.0,0.0,5.497787143782138,1
4605,0.009210000000000001,single,1.0,0.0,5.497787143782138,1
4606,0.009212,single,1.0,0.0,5.497787143782138,0
4607,0.009214,single,1.0,0.0,5.497787143782138,0
4608,0.009216,single,1.0,0.0,5.497787143782138,0
4609,0.009218,single,1.0,0.0,5.497787143782138,1
4610,0.00922,single,1.0,0.0,5.497787143782138,1
4611,0.009222,single,1.0,0.0,5.497787143782138,1
4612,0.009224,single,1.0,0.0,5.497787143782138,0
4613,0.009226000000000002,single,1.0,0.0,5.497787143782138,0
4614,0.009228,single,1.0,0.0,5.497787143782138,0
4615,0.00923,single,1.0,0.0,5.497787143782138,1
4616,0.009231999999999999,single,1.0,0.0,5.497787143782138,0
4617,0.009234,single,1.0,0.0,5.497787143782138,1
4618,0.009236000000000001,single,1.0,0.0,5.497787143782138,1
4619,0.009238,single,1.0,0.0,5.497787143782138,1
4620,0.00924,single,1.0,0.0,5.497787143782138,1
4621,0.009242,single,1.0,0.0,5.497787143782138,1
4622,0.009244,single,1.0,0.0,5.497787143782138,1
4623,0.009246,single,1.0,0.0,5.497787143782138,1
4624,0.009248,single,1.0,0.0,5.497787143782138,0
4625,0.00925,single,1.0,0.0,5.497787143782138,1
4626,0.009252,single,1.0,0.0,5.497787143782138,1
4627,0.009254,single,1.0,0.0,5.497787143782138,1
4628,0.009256,single,1.0,0.0,5.497787143782138,0
4629,0.009258,single,1.0,0.0,5.497787143782138,0
4630,0.00926,single,1.0,0.0,5.497787143782138,1
4631,0.009262000000000001,single,1.0,0.0,5.497787143782138,1
4632,0.009264,single,1.0,0.0,5.497787143782138,1
4633,0.009266,single,1.0,0.0,5.497787143782138,1
4634,0.009268,single,1.0,0.0,5.497787143782138,0
4635,0.009269999999999999,single,1.0,0.0,5.497787143782138,0
4636,0.009272,single,1.0,0.0,5.497787143782138,1
4637,0.009274000000000001,single,1.0,0.0,5.497787143782138,1
4638,0.009276,single,1.0,0.0,5.497787143782138,1
4639,0.009278,single,1.0,0.0,5.497787143782138,0
4640,0.00928,single,1.0,0.0,5.497787143782138,1
4641,0.009282,single,1.0,0.0,5.497787143782138,1
4642,0.009284,single,1.0,0.0,5.497787143782138,1
4643,0.009285999999999999,single,1.0,0.0,5.497787143782138,0
4644,0.009288000000000001,single,1.0,0.0,5.497787143782138,1
4645,0.009290000000000001,single,1.0,0.0,5.497787143782138,1
4646,0.009292,single,1.0,0.0,5.497787143782138,0
4647,0.009294,single,1.0,0.0,5.497787143782138,1
4648,0.009295999999999999,single,1.0,0.0,5.497787143782138,1
4649,0.009298,single,1.0,0.0,5.497787143782138,0
4650,0.009300000000000001,single,1.0,0.0,5.497787143782138,0
4651,0.009302,single,1.0,0.0,5.497787143782138,1
4652,0.009304,single,1.0,0.0,5.497787143782138,1
4653,0.009306000000000002,single,1.0,0.0,5.497787143782138,1
4654,0.009308,single,1.0,0.0,5.497787143782138,1
4655,0.00931,single,1.0,0.0,5.497787143782138,1
4656,0.009311999999999999,single,1.0,0.0,5.497787143782138,1
4657,0.009314,single,1.0,0.0,5.497787143782138,1
4658,0.009316000000000001,single,1.0,0.0,5.497787143782138,1
4659,0.009318,single,1.0,0.0,5.497787143782138,0
4660,0.00932,single,1.0,0.0,5.497787143782138,1
4661,0.009322,single,1.0,0.0,5.497787143782138,1
4662,0.009324,single,1.0,0.0,5.497787143782138,0
4663,0.009326000000000001,single,1.0,0.0,5.497787143782138,0
4664,0.009328,single,1.0,0.0,5.497787143782138,1
4665,0.00933,single,1.0,0.0,5.497787143782138,0
4666,0.009332,single,1.0,0.0,5.497787143782138,0
4667,0.009334,single,1.0,0.0,5.497787143782138,1
4668,0.009336,single,1.0,0.0,5.497787143782138,1
4669,0.009338,single,1.0,0.0,5.497787143782138,0
4670,0.00934,single,1.0,0.0,5.497787143782138,1
4671,0.009342000000000001,single,1.0,0.0,5.497787143782138,0
4672,0.009344,single,1.0,0.0,5.497787143782138,0
4673,0.009346,single,1.0,0.0,5.497787143782138,1
4674,0.009348,single,1.0,0.0,5.497787143782138,1
4675,0.009349999999999999,single,1.0,0.0,5.497787143782138,1
4676,0.009352000000000001,single,1.0,0.0,5.497787143782138,1
4677,0.009354000000000001,single,1.0,0.0,5.497787143782138,1
4678,0.009356,single,1.0,0.0,5.497787143782138,1
4679,0.009358,single,1.0,0.0,5.497787143782138,1
4680,0.00936,single,1.0,0.0,5.497787143782138,1
4681,0.009362,single,1.0,0.0,5.497787143782138,1
4682,0.009364,single,1.0,0.0,5.497787143782138,0
4683,0.009366,single,1.0,0.0,5.497787143782138,1
4684,0.009368,single,1.0,0.0,5.497787143782138,0
4685,0.009370000000000002,single,1.0,0.0,5.497787143782138,1
4686,0.009372,single,1.0,0.0,5.497787143782138,1
4687,0.009374,single,1.0,0.0,5.497787143782138,0
4688,0.009375999999999999,single,1.0,0.0,5.497787143782138,1
4689,0.009378000000000001,single,1.0,0.0,5.497787143782138,0
4690,0.009380000000000001,single,1.0,0.0,5.497787143782138,1
4691,0.009382,single,1.0,0.0,5.497787143782138,0
4692,0.009384,single,1.0,0.0,5.497787143782138,1
4693,0.009386,single,1.0,0.0,5.497787143782138,1
4694,0.009388,single,1.0,0.0,5.497787143782138,1
4695,0.00939,single,1.0,0.0,5.497787143782138,0
4696,0.009392,single,1.0,0.0,5.497787143782138,1
4697,0.009394,single,1.0,0.0,5.497787143782138,1
4698,0.009396000000000002,single,1.0,0.0,5.497787143782138,1
4699,0.009398,single,1.0,0.0,5.497787143782138,1
4700,0.0094,single,1.0,0.0,5.497787143782138,1
4701,0.009402,single,1.0,0.0,5.497787143782138,1
4702,0.009404,single,1.0,0.0,5.497787143782138,1
4703,0.009406000000000001,single,1.0,0.0,5.497787143782138,1
4704,0.009408,single,1.0,0.0,5.497787143782138,0
4705,0.00941,single,1.0,0.0,5.497787143782138,1
4706,0.009412,single,1.0,0.0,5.497787143782138,1
4707,0.009414,single,1.0,0.0,5.497787143782138,0
4708,0.009416,single,1.0,0.0,5.497787143782138,0
4709,0.009418000000000001,single,1.0,0.0,5.497787143782138,1
4710,0.00942,single,1.0,0.0,5.497787143782138,0
4711,0.009422,single,1.0,0.0,5.497787143782138,0
4712,0.009424,single,1.0,0.0,5.497787143782138,1
4713,0.009426,single,1.0,0.0,5.497787143782138,1
4714,0.009428,single,1.0,0.0,5.497787143782138,1
4715,0.00943,single,1.0,0.0,5.497787143782138,1
4716,0.009432000000000001,single,1.0,0.0,5.497787143782138,0
4717,0.009434000000000001,single,1.0,0.0,5.497787143782138,1
4718,0.009436,single,1.0,0.0,5.497787143782138,1
4719,0.009438,single,1.0,0.0,5.497787143782138,1
4720,0.009439999999999999,single,1.0,0.0,5.497787143782138,1
4721,0.009442,single,1.0,0.0,5.497787143782138,1
4722,0.009444000000000001,single,1.0,0.0,5.497787143782138,1
4723,0.009446,single,1.0,0.0,5.497787143782138,1
4724,0.009448,single,1.0,0.0,5.497787143782138,1
4725,0.009450000000000002,single,1.0,0.0,5.497787143782138,1
4726,0.009452,single,1.0,0.0,5.497787143782138,1
4727,0.009454,single,1.0,0.0,5.497787143782138,1
4728,0.009455999999999999,single,1.0,0.0,5.497787143782138,1
4729,0.009458,single,1.0,0.0,5.497787143782138,0
4730,0.009460000000000001,single,1.0,0.0,5.497787143782138,0
4731,0.009462,single,1.0,0.0,5.497787143782138,1
4732,0.009464,single,1.0,0.0,5.497787143782138,1
4733,0.009466,single,1.0,0.0,5.497787143782138,1
4734,0.009468,single,1.0,0.0,5.497787143782138,1
4735,0.009470000000000001,single,1.0,0.0,5.497787143782138,1
4736,0.009472,single,1.0,0.0,5.497787143782138,1
4737,0.009474,single,1.0,0.0,5.497787143782138,1
4738,0.009476,single,1.0,0.0,5.497787143782138,0
4739,0.009478,single,1.0,0.0,5.497787143782138,0
4740,0.00948,single,1.0,0.0,5.497787143782138,1
4741,0.009481999999999999,single,1.0,0.0,5.497787143782138,1
4742,0.009484,single,1.0,0.0,5.497787143782138,0
4743,0.009486000000000001,single,1.0,0.0,5.497787143782138,0
4744,0.009488,single,1.0,0.0,5.497787143782138,1
4745,0.00949,single,1.0,0.0,5.497787143782138,0
4746,0.009492,single,1.0,0.0,5.497787143782138,1
4747,0.009493999999999999,single,1.0,0.0,5.497787143782138,0
4748,0.009496000000000001,single,1.0,0.0,5.497787143782138,0
4749,0.009498,single,1.0,0.0,5.497787143782138,1
4750,0.0095,single,1.0,0.0,5.497787143782138,1
4751,0.009502,single,1.0,0.0,5.497787143782138,1
4752,0.009504,single,1.0,0.0,5.497787143782138,1
4753,0.009506,single,1.0,0.0,5.497787143782138,0
4754,0.009508,single,1.0,0.0,5.497787143782138,1
4755,0.00951,single,1.0,0.0,5.497787143782138,1
4756,0.009512,single,1.0,0.0,5.497787143782138,1
4757,0.009514,single,1.0,0.0,5.497787143782138,0
4758,0.009516,single,1.0,0.0,5.497787143782138,0
4759,0.009518,single,1.0,0.0,5.497787143782138,1
4760,0.009519999999999999,single,1.0,0.0,5.497787143782138,1
4761,0.009522000000000001,single,1.0,0.0,5.497787143782138,0
4762,0.009524000000000001,single,1.0,0.0,5.497787143782138,0
4763,0.009526,single,1.0,0.0,5.497787143782138,1
4764,0.009528,single,1.0,0.0,5.497787143782138,1
4765,0.009529999999999999,single,1.0,0.0,5.497787143782138,0
4766,0.009532,single,1.0,0.0,5.497787143782138,1
4767,0.009534,single,1.0,0.0,5.497787143782138,1
4768,0.009536,single,1.0,0.0,5.497787143782138,1
4769,0.009538,single,1.0,0.0,5.497787143782138,0
4770,0.009540000000000002,single,1.0,0.0,5.497787143782138,1
4771,0.009542,single,1.0,0.0,5.497787143782138,1
4772,0.009544,single,1.0,0.0,5.497787143782138,1
4773,0.009545999999999999,single,1.0,0.0,5.497787143782138,1
4774,0.009548,single,1.0,0.0,5.497787143782138,1
4775,0.009550000000000001,single,1.0,0.0,5.497787143782138,0
4776,0.009552,single,1.0,0.0,5.497787143782138,1
4777,0.009554,single,1.0,0.0,5.497787143782138,0
4778,0.009556,single,1.0,0.0,5.497787143782138,1
4779,0.009558,single,1.0,0.0,5.497787143782138,1
4780,0.00956,single,1.0,0.0,5.497787143782138,1
4781,0.009562,single,1.0,0.0,5.497787143782138,1
4782,0.009564,single,1.0,0.0,5.497787143782138,0
4783,0.009566000000000002,single,1.0,0.0,5.497787143782138,1
4784,0.009568,single,1.0,0.0,5.497787143782138,0
4785,0.00957,single,1.0,0.0,5.497787143782138,0
4786,0.009572,single,1.0,0.0,5.497787143782138,1
4787,0.009574,single,1.0,0.0,5.497787143782138,0
4788,0.009576000000000001,single,1.0,0.0,5.497787143782138,1
4789,0.009578,single,1.0,0.0,5.497787143782138,1
4790,0.00958,single,1.0,0.0,5.497787143782138,0
4791,0.009582,single,1.0,0.0,5.497787143782138,0
4792,0.009583999999999999,single,1.0,0.0,5.497787143782138,0
4793,0.009586,single,1.0,0.0,5.497787143782138,0
4794,0.009588000000000001,single,1.0,0.0,5.497787143782138,0
4795,0.00959,single,1.0,0.0,5.497787143782138,1
4796,0.009592,single,1.0,0.0,5.497787143782138,1
4797,0.009594,single,1.0,0.0,5.497787143782138,1
4798,0.009596,single,1.0,0.0,5.497787143782138,1
4799,0.009598,single,1.0,0.0,5.497787143782138,1
4800,0.0096,plus,1.0,1.0,0.0,1
4801,0.009602000000000001,plus,1.0,1.0,0.0,0
4802,0.009604000000000001,plus,1.0,1.0,0.0,1
4803,0.009606,plus,1.0,1.0,0.0,0
4804,0.009608,plus,1.0,1.0,0.0,1
4805,0.009609999999999999,plus,1.0,1.0,0.0,1
4806,0.009612,plus,1.0,1.0,0.0,1
4807,0.009614000000000001,plus,1.0,1.0,0.0,1
4808,0.009616,plus,1.0,1.0,0.0,1
4809,0.009618,plus,1.0,1.0,0.0,1
4810,0.009620000000000002,plus,1.0,1.0,0.0,0
4811,0.009622,plus,1.0,1.0,0.0,1
4812,0.009624,plus,1.0,1.0,0.0,1
4813,0.009626,plus,1.0,1.0,0.0,1
4814,0.009628,plus,1.0,1.0,0.0,0
4815,0.009630000000000001,plus,1.0,1.0,0.0,0
4816,0.009632,plus,1.0,1.0,0.0,1
4817,0.009634,plus,1.0,1.0,0.0,0
4818,0.009636,plus,1.0,1.0,0.0,0
4819,0.009638,plus,1.0,1.0,0.0,1
4820,0.009640000000000001,plus,1.0,1.0,0.0,1
4821,0.009642,plus,1.0,1.0,0.0,1
4822,0.009644,plus,1.0,1.0,0.0,0
4823,0.009646,plus,1.0,1.0,0.0,1
4824,0.009648,plus,1.0,1.0,0.0,1
4825,0.00965,plus,1.0,1.0,0.0,1
4826,0.009652,plus,1.0,1.0,0.0,1
4827,0.009654,plus,1.0,1.0,0.0,0
4828,0.009656000000000001,plus,1.0,1.0,0.0,1
4829,0.009658,plus,1.0,1.0,0.0,0
4830,0.00966,plus,1.0,1.0,0.0,1
4831,0.009662,plus,1.0,1.0,0.0,1
4832,0.009663999999999999,plus,1.0,1.0,0.0,1
4833,0.009666000000000001,plus,1.0,1.0,0.0,0
4834,0.009668000000000001,plus,1.0,1.0,0.0,1
4835,0.00967,plus,1.0,1.0,0.0,1
4836,0.009672,plus,1.0,1.0,0.0,0
4837,0.009674,plus,1.0,1.0,0.0,0
4838,0.009676,plus,1.0,1.0,0.0,0
4839,0.009678,plus,1.0,1.0,0.0,0
4840,0.00968,plus,1.0,1.0,0.0,1
4841,0.009682,plus,1.0,1.0,0.0,1
4842,0.009684000000000002,plus,1.0,1.0,0.0,1
4843,0.009686,plus,1.0,1.0,0.0,1
4844,0.009688,plus,1.0,1.0,0.0,1
4845,0.009689999999999999,plus,1.0,1.0,0.0,1
4846,0.009692000000000001,plus,1.0,1.0,0.0,1
4847,0.009694000000000001,plus,1.0,1.0,0.0,1
4848,0.009696,plus,1.0,1.0,0.0,1
4849,0.009698,plus,1.0,1.0,0.0,1
4850,0.0097,plus,1.0,1.0,0.0,1
4851,0.009702,plus,1.0,1.0,0.0,1
4852,0.009704,plus,1.0,1.0,0.0,0
4853,0.009706,plus,1.0,1.0,0.0,0
4854,0.009708,plus,1.0,1.0,0.0,0
4855,0.009710000000000002,plus,1.0,1.0,0.0,1
4856,0.009712,plus,1.0,1.0,0.0,1
4857,0.009714,plus,1.0,1.0,0.0,0
4858,0.009716,plus,1.0,1.0,0.0,1
4859,0.009718,plus,1.0,1.0,0.0,1
4860,0.009720000000000001,plus,1.0,1.0,0.0,0
4861,0.009722,plus,1.0,1.0,0.0,1
4862,0.009724,plus,1.0,1.0,0.0,1
4863,0.009726,plus,1.0,1.0,0.0,1
4864,0.009728,plus,1.0,1.0,0.0,1
4865,0.00973,plus,1.0,1.0,0.0,0
4866,0.009732,plus,1.0,1.0,0.0,1
4867,0.009734,plus,1.0,1.0,0.0,1
4868,0.009736,plus,1.0,1.0,0.0,1
4869,0.009738,plus,1.0,1.0,0.0,1
4870,0.00974,plus,1.0,1.0,0.0,1
4871,0.009742,plus,1.0,1.0,0.0,0
4872,0.009744,plus,1.0,1.0,0.0,0
4873,0.009746000000000001,plus,1.0,1.0,0.0,1
4874,0.009748,plus,1.0,1.0,0.0,1
4875,0.00975,plus,1.0,1.0,0.0,1
4876,0.009752,plus,1.0,1.0,0.0,1
4877,0.009753999999999999,plus,1.0,1.0,0.0,0
4878,0.009756,plus,1.0,1.0,0.0,0
4879,0.009758000000000001,plus,1.0,1.0,0.0,0
4880,0.00976,plus,1.0,1.0,0.0,1
4881,0.009762,plus,1.0,1.0,0.0,1
4882,0.009764,plus,1.0,1.0,0.0,1
4883,0.009766,plus,1.0,1.0,0.0,0
4884,0.009768,plus,1.0,1.0,0.0,1
4885,0.00977,plus,1.0,1.0,0.0,1
4886,0.009772,plus,1.0,1.0,0.0,1
4887,0.009774000000000001,plus,1.0,1.0,0.0,1
4888,0.009776,plus,1.0,1.0,0.0,1
4889,0.009778,plus,1.0,1.0,0.0,1
4890,0.009779999999999999,plus,1.0,1.0,0.0,1
4891,0.009782,plus,1.0,1.0,0.0,0
4892,0.009784000000000001,plus,1.0,1.0,0.0,1
4893,0.009786,plus,1.0,1.0,0.0,1
4894,0.009788,plus,1.0,1.0,0.0,0
4895,0.00979,plus,1.0,1.0,0.0,1
4896,0.009792,plus,1.0,1.0,0.0,1
4897,0.009794,plus,1.0,1.0,0.0,1
4898,0.009796,plus,1.0,1.0,0.0,1
4899,0.009798,plus,1.0,1.0,0.0,0
4900,0.009800000000000001,plus,1.0,1.0,0.0,1
4901,0.009802,plus,1.0,1.0,0.0,1
4902,0.009804,plus,1.0,1.0,0.0,1
4903,0.009806,plus,1.0,1.0,0.0,1
4904,0.009807999999999999,plus,1.0,1.0,0.0,0
4905,0.009810000000000001,plus,1.0,1.0,0.0,1
4906,0.009812,plus,1.0,1.0,0.0,1
4907,0.009814,plus,1.0,1.0,0.0,1
4908,0.009816,plus,1.0,1.0,0.0,1
4909,0.009818,plus,1.0,1.0,0.0,1
4910,0.00982,plus,1.0,1.0,0.0,0
4911,0.009822000000000001,plus,1.0,1.0,0.0,1
4912,0.009824,plus,1.0,1.0,0.0,1
4913,0.009826,plus,1.0,1.0,0.0,1
4914,0.009828,plus,1.0,1.0,0.0,1
4915,0.00983,plus,1.0,1.0,0.0,1
4916,0.009832,plus,1.0,1.0,0.0,1
4917,0.009833999999999999,plus,1.0,1.0,0.0,1
4918,0.009836000000000001,plus,1.0,1.0,0.0,0
4919,0.009838000000000001,plus,1.0,1.0,0.0,1
4920,0.00984,plus,1.0,1.0,0.0,1
4921,0.009842,plus,1.0,1.0,0.0,1
4922,0.009843999999999999,plus,1.0,1.0,0.0,1
4923,0.009846,plus,1.0,1.0,0.0,1
4924,0.009848,plus,1.0,1.0,0.0,1
4925,0.00985,plus,1.0,1.0,0.0,1
4926,0.009852,plus,1.0,1.0,0.0,1
4927,0.009854000000000002,plus,1.0,1.0,0.0,1
4928,0.009856,plus,1.0,1.0,0.0,1
4929,0.009858,plus,1.0,1.0,0.0,1
4930,0.009859999999999999,plus,1.0,1.0,0.0,1
4931,0.009862,plus,1.0,1.0,0.0,1
4932,0.009864000000000001,plus,1.0,1.0,0.0,1
4933,0.009866,plus,1.0,1.0,0.0,1
4934,0.009868,plus,1.0,1.0,0.0,1
4935,0.00987,plus,1.0,1.0,0.0,1
4936,0.009872,plus,1.0,1.0,0.0,1
4937,0.009874,plus,1.0,1.0,0.0,1
4938,0.009876,plus,1.0,1.0,0.0,1
4939,0.009878,plus,1.0,1.0,0.0,1
4940,0.009880000000000002,plus,1.0,1.0,0.0,1
4941,0.009882,plus,1.0,1.0,0.0,0
4942,0.009884,plus,1.0,1.0,0.0,1
4943,0.009886,plus,1.0,1.0,0.0,1
4944,0.009888,plus,1.0,1.0,0.0,0
4945,0.009890000000000001,plus,1.0,1.0,0.0,1
4946,0.009892,plus,1.0,1.0,0.0,0
4947,0.009894,plus,1.0,1.0,0.0,1
4948,0.009896,plus,1.0,1.0,0.0,1
4949,0.009898,plus,1.0,1.0,0.0,1
4950,0.0099,plus,1.0,1.0,0.0,1
4951,0.009902000000000001,plus,1.0,1.0,0.0,0
4952,0.009904,plus,1.0,1.0,0.0,1
4953,0.009906,plus,1.0,1.0,0.0,1
4954,0.009908,plus,1.0,1.0,0.0,1
4955,0.00991,plus,1.0,1.0,0.0,1
4956,0.009912,plus,1.0,1.0,0.0,0
4957,0.009914,plus,1.0,1.0,0.0,0
4958,0.009916000000000001,plus,1.0,1.0,0.0,1
4959,0.009918000000000001,plus,1.0,1.0,0.0,1
4960,0.00992,plus,1.0,1.0,0.0,1
4961,0.009922,plus,1.0,1.0,0.0,1
4962,0.009923999999999999,plus,1.0,1.0,0.0,0
4963,0.009926,plus,1.0,1.0,0.0,0
4964,0.009928000000000001,plus,1.0,1.0,0.0,1
4965,0.00993,plus,1.0,1.0,0.0,1
4966,0.009932,plus,1.0,1.0,0.0,0
4967,0.009934000000000002,plus,1.0,1.0,0.0,1
4968,0.009936,plus,1.0,1.0,0.0,1
4969,0.009938,plus,1.0,1.0,0.0,0
4970,0.00994,plus,1.0,1.0,0.0,1
4971,0.009942,plus,1.0,1.0,0.0,0
4972,0.009944000000000001,plus,1.0,1.0,0.0,0
4973,0.009946,plus,1.0,1.0,0.0,1
4974,0.009948,plus,1.0,1.0,0.0,0
4975,0.00995,plus,1.0,1.0,0.0,0
4976,0.009952,plus,1.0,1.0,0.0,1
4977,0.009954000000000001,plus,1.0,1.0,0.0,1
4978,0.009956,plus,1.0,1.0,0.0,1
4979,0.009958,plus,1.0,1.0,0.0,1
4980,0.00996,plus,1.0,1.0,0.0,1
4981,0.009962,plus,1.0,1.0,0.0,1
4982,0.009964,plus,1.0,1.0,0.0,1
4983,0.009966000000000001,plus,1.0,1.0,0.0,1
